Date,Product_Line,Defect_Type,Shift,Inspector,Units_Inspected,Defects_Found,Pass,Defect_Rate_%
2023-09-20,Component Y,Dimensional Error,Morning,Inspector 4,109,1,0,0.92
2023-09-20,Component Y,No Defect,Night,Inspector 4,66,0,1,0.0
2023-09-21,Assembly A,No Defect,Morning,Inspector 1,274,0,1,0.0
2023-09-22,Component Y,No Defect,Night,Inspector 2,160,0,1,0.0
2023-09-22,Assembly B,Dimensional Error,Night,Inspector 1,168,6,0,3.57
2023-09-22,Assembly A,Dimensional Error,Morning,Inspector 4,298,13,0,4.36
2023-09-22,Component X,No Defect,Afternoon,Inspector 2,211,0,1,0.0
2023-09-22,Assembly B,Material Flaw,Morning,Inspector 3,246,10,0,4.07
2023-09-22,Component Y,No Defect,Afternoon,Inspector 1,234,0,1,0.0
2023-09-23,Component Y,No Defect,Morning,Inspector 1,61,0,1,0.0
2023-09-23,Assembly B,No Defect,Night,Inspector 4,183,0,1,0.0
2023-09-23,Sub-System Z,No Defect,Morning,Inspector 1,175,0,1,0.0
2023-09-23,Component Y,No Defect,Afternoon,Inspector 3,172,0,1,0.0
2023-09-23,Assembly A,No Defect,Morning,Inspector 2,82,0,1,0.0
2023-09-24,Assembly A,Surface Defect,Night,Inspector 4,244,1,0,0.41
2023-09-24,Sub-System Z,No Defect,Night,Inspector 3,205,0,1,0.0
2023-09-24,Component X,No Defect,Night,Inspector 2,277,0,1,0.0
2023-09-25,Assembly B,No Defect,Morning,Inspector 1,233,0,1,0.0
2023-09-25,Component X,No Defect,Morning,Inspector 3,274,0,1,0.0
2023-09-25,Assembly B,No Defect,Afternoon,Inspector 4,132,0,1,0.0
2023-09-26,Sub-System Z,No Defect,Night,Inspector 1,231,0,1,0.0
2023-09-26,Assembly B,No Defect,Morning,Inspector 1,113,0,1,0.0
2023-09-27,Component Y,Dimensional Error,Morning,Inspector 1,54,3,0,5.56
2023-09-27,Component Y,No Defect,Night,Inspector 2,120,0,1,0.0
2023-09-27,Component Y,Material Flaw,Night,Inspector 3,254,8,0,3.15
2023-09-27,Component X,No Defect,Night,Inspector 1,158,0,1,0.0
2023-09-27,Component Y,No Defect,Night,Inspector 2,124,0,1,0.0
2023-09-27,Assembly B,No Defect,Night,Inspector 2,153,0,1,0.0
2023-09-27,Assembly A,No Defect,Night,Inspector 2,260,0,1,0.0
2023-09-27,Assembly B,No Defect,Night,Inspector 1,132,0,1,0.0
2023-09-28,Component Y,No Defect,Afternoon,Inspector 1,194,0,1,0.0
2023-09-28,Component X,Dimensional Error,Morning,Inspector 2,198,8,0,4.04
2023-09-28,Assembly B,No Defect,Night,Inspector 2,152,0,1,0.0
2023-09-28,Component Y,Surface Defect,Morning,Inspector 4,286,2,0,0.7
2023-09-28,Component X,No Defect,Night,Inspector 3,73,0,1,0.0
2023-09-30,Assembly A,No Defect,Morning,Inspector 2,190,0,1,0.0
2023-09-30,Component Y,No Defect,Morning,Inspector 4,112,0,1,0.0
2023-09-30,Component X,Dimensional Error,Afternoon,Inspector 2,168,5,0,2.98
2023-09-30,Assembly B,Assembly Fault,Night,Inspector 1,72,14,0,19.44
2023-09-30,Assembly A,No Defect,Afternoon,Inspector 3,105,0,1,0.0
2023-09-30,Assembly A,No Defect,Afternoon,Inspector 4,270,0,1,0.0
2023-09-30,Assembly B,No Defect,Morning,Inspector 1,62,0,1,0.0
2023-09-30,Assembly A,Assembly Fault,Morning,Inspector 4,175,11,0,6.29
2023-10-01,Component X,Surface Defect,Morning,Inspector 3,173,10,0,5.78
2023-10-02,Assembly B,No Defect,Afternoon,Inspector 4,114,0,1,0.0
2023-10-02,Assembly A,No Defect,Afternoon,Inspector 4,135,0,1,0.0
2023-10-02,Component Y,Assembly Fault,Afternoon,Inspector 4,114,3,0,2.63
2023-10-02,Component X,No Defect,Night,Inspector 4,255,0,1,0.0
2023-10-03,Sub-System Z,Surface Defect,Night,Inspector 3,179,9,0,5.03
2023-10-03,Component X,No Defect,Night,Inspector 2,275,0,1,0.0
2023-10-04,Assembly A,No Defect,Morning,Inspector 1,110,0,1,0.0
2023-10-04,Component Y,No Defect,Night,Inspector 3,194,0,1,0.0
2023-10-04,Component Y,No Defect,Afternoon,Inspector 1,262,0,1,0.0
2023-10-04,Sub-System Z,Assembly Fault,Morning,Inspector 1,104,14,0,13.46
2023-10-04,Component X,No Defect,Night,Inspector 1,168,0,1,0.0
2023-10-05,Assembly B,No Defect,Afternoon,Inspector 4,155,0,1,0.0
2023-10-05,Assembly A,Material Flaw,Afternoon,Inspector 4,248,10,0,4.03
2023-10-05,Component X,No Defect,Afternoon,Inspector 2,78,0,1,0.0
2023-10-06,Component X,No Defect,Afternoon,Inspector 1,238,0,1,0.0
2023-10-07,Component Y,No Defect,Afternoon,Inspector 2,91,0,1,0.0
2023-10-08,Assembly B,No Defect,Afternoon,Inspector 4,298,0,1,0.0
2023-10-08,Assembly A,No Defect,Afternoon,Inspector 2,59,0,1,0.0
2023-10-08,Component Y,Dimensional Error,Night,Inspector 1,183,8,0,4.37
2023-10-09,Component Y,No Defect,Afternoon,Inspector 3,116,0,1,0.0
2023-10-09,Assembly B,Assembly Fault,Night,Inspector 1,247,5,0,2.02
2023-10-09,Component X,Material Flaw,Morning,Inspector 2,178,8,0,4.49
2023-10-09,Sub-System Z,Material Flaw,Morning,Inspector 4,210,11,0,5.24
2023-10-10,Assembly B,Dimensional Error,Morning,Inspector 1,166,11,0,6.63
2023-10-10,Component X,Material Flaw,Morning,Inspector 1,142,13,0,9.15
2023-10-10,Assembly B,Dimensional Error,Afternoon,Inspector 2,217,11,0,5.07
2023-10-10,Sub-System Z,No Defect,Morning,Inspector 4,73,0,1,0.0
2023-10-11,Sub-System Z,No Defect,Afternoon,Inspector 1,289,0,1,0.0
2023-10-11,Component X,No Defect,Night,Inspector 2,249,0,1,0.0
2023-10-12,Sub-System Z,No Defect,Afternoon,Inspector 4,288,0,1,0.0
2023-10-12,Assembly B,No Defect,Night,Inspector 3,122,0,1,0.0
2023-10-12,Component Y,No Defect,Night,Inspector 4,174,0,1,0.0
2023-10-12,Assembly A,Surface Defect,Afternoon,Inspector 4,124,10,0,8.06
2023-10-13,Component Y,No Defect,Night,Inspector 1,226,0,1,0.0
2023-10-15,Assembly B,No Defect,Afternoon,Inspector 4,250,0,1,0.0
2023-10-15,Component Y,Dimensional Error,Afternoon,Inspector 3,66,8,0,12.12
2023-10-15,Component Y,Dimensional Error,Morning,Inspector 4,136,14,0,10.29
2023-10-15,Assembly A,No Defect,Night,Inspector 4,202,0,1,0.0
2023-10-15,Sub-System Z,Surface Defect,Morning,Inspector 1,213,3,0,1.41
2023-10-17,Assembly B,No Defect,Night,Inspector 3,154,0,1,0.0
2023-10-19,Assembly B,No Defect,Night,Inspector 3,81,0,1,0.0
2023-10-19,Assembly A,No Defect,Afternoon,Inspector 3,157,0,1,0.0
2023-10-19,Component Y,No Defect,Morning,Inspector 1,131,0,1,0.0
2023-10-19,Component X,No Defect,Morning,Inspector 3,164,0,1,0.0
2023-10-19,Assembly B,No Defect,Afternoon,Inspector 3,59,0,1,0.0
2023-10-21,Component Y,No Defect,Night,Inspector 4,292,0,1,0.0
2023-10-22,Assembly B,No Defect,Morning,Inspector 4,119,0,1,0.0
2023-10-22,Component X,No Defect,Afternoon,Inspector 4,175,0,1,0.0
2023-10-22,Component X,Surface Defect,Afternoon,Inspector 4,268,9,0,3.36
2023-10-22,Assembly B,No Defect,Afternoon,Inspector 2,174,0,1,0.0
2023-10-22,Assembly A,No Defect,Night,Inspector 3,260,0,1,0.0
2023-10-22,Assembly B,No Defect,Morning,Inspector 1,75,0,1,0.0
2023-10-22,Sub-System Z,No Defect,Night,Inspector 2,200,0,1,0.0
2023-10-23,Component X,No Defect,Night,Inspector 2,107,0,1,0.0
2023-10-23,Assembly A,No Defect,Morning,Inspector 3,153,0,1,0.0
2023-10-23,Component Y,No Defect,Night,Inspector 1,278,0,1,0.0
2023-10-23,Component X,Assembly Fault,Morning,Inspector 3,88,8,0,9.09
2023-10-23,Component X,No Defect,Afternoon,Inspector 2,161,0,1,0.0
2023-10-24,Component X,Surface Defect,Morning,Inspector 1,144,12,0,8.33
2023-10-24,Assembly A,No Defect,Night,Inspector 2,232,0,1,0.0
2023-10-24,Component X,No Defect,Afternoon,Inspector 1,198,0,1,0.0
2023-10-25,Component X,Material Flaw,Morning,Inspector 4,219,10,0,4.57
2023-10-25,Sub-System Z,No Defect,Afternoon,Inspector 2,56,0,1,0.0
2023-10-26,Component Y,No Defect,Morning,Inspector 3,171,0,1,0.0
2023-10-26,Sub-System Z,No Defect,Night,Inspector 4,88,0,1,0.0
2023-10-26,Assembly B,Dimensional Error,Night,Inspector 2,201,7,0,3.48
2023-10-27,Component Y,No Defect,Night,Inspector 2,95,0,1,0.0
2023-10-27,Sub-System Z,Dimensional Error,Afternoon,Inspector 4,68,4,0,5.88
2023-10-27,Component Y,No Defect,Night,Inspector 4,154,0,1,0.0
2023-10-27,Component X,No Defect,Morning,Inspector 2,238,0,1,0.0
2023-10-28,Component Y,No Defect,Night,Inspector 3,238,0,1,0.0
2023-10-28,Assembly B,No Defect,Afternoon,Inspector 1,57,0,1,0.0
2023-10-30,Component X,No Defect,Afternoon,Inspector 1,210,0,1,0.0
2023-10-30,Component X,Assembly Fault,Afternoon,Inspector 4,133,11,0,8.27
2023-10-30,Assembly B,Assembly Fault,Night,Inspector 4,293,3,0,1.02
2023-10-30,Sub-System Z,Surface Defect,Morning,Inspector 4,58,8,0,13.79
2023-11-01,Component X,Material Flaw,Morning,Inspector 4,189,9,0,4.76
2023-11-01,Component X,Dimensional Error,Morning,Inspector 3,102,1,0,0.98
2023-11-01,Assembly A,No Defect,Afternoon,Inspector 4,228,0,1,0.0
2023-11-02,Component Y,No Defect,Afternoon,Inspector 4,270,0,1,0.0
2023-11-02,Component X,Material Flaw,Afternoon,Inspector 1,213,8,0,3.76
2023-11-02,Component Y,No Defect,Afternoon,Inspector 2,168,0,1,0.0
2023-11-02,Component Y,No Defect,Morning,Inspector 2,271,0,1,0.0
2023-11-03,Sub-System Z,No Defect,Morning,Inspector 3,61,0,1,0.0
2023-11-04,Component Y,No Defect,Night,Inspector 2,95,0,1,0.0
2023-11-04,Assembly A,Surface Defect,Afternoon,Inspector 2,232,9,0,3.88
2023-11-04,Component X,Material Flaw,Afternoon,Inspector 2,98,1,0,1.02
2023-11-05,Assembly A,Material Flaw,Morning,Inspector 1,203,9,0,4.43
2023-11-05,Assembly A,No Defect,Morning,Inspector 4,256,0,1,0.0
2023-11-05,Component Y,Material Flaw,Morning,Inspector 2,253,13,0,5.14
2023-11-05,Component X,No Defect,Afternoon,Inspector 4,135,0,1,0.0
2023-11-05,Component X,No Defect,Afternoon,Inspector 4,62,0,1,0.0
2023-11-06,Component Y,No Defect,Morning,Inspector 1,209,0,1,0.0
2023-11-06,Assembly B,Surface Defect,Afternoon,Inspector 1,105,14,0,13.33
2023-11-07,Sub-System Z,Assembly Fault,Morning,Inspector 1,111,1,0,0.9
2023-11-07,Assembly B,Surface Defect,Night,Inspector 4,80,10,0,12.5
2023-11-07,Assembly A,No Defect,Night,Inspector 3,101,0,1,0.0
2023-11-08,Assembly A,Assembly Fault,Night,Inspector 4,260,3,0,1.15
2023-11-09,Component X,No Defect,Afternoon,Inspector 4,164,0,1,0.0
2023-11-09,Component Y,No Defect,Night,Inspector 1,224,0,1,0.0
2023-11-10,Assembly A,Surface Defect,Night,Inspector 4,97,2,0,2.06
2023-11-10,Component Y,Dimensional Error,Afternoon,Inspector 4,222,4,0,1.8
2023-11-10,Component X,No Defect,Afternoon,Inspector 1,118,0,1,0.0
2023-11-10,Assembly B,No Defect,Morning,Inspector 1,110,0,1,0.0
2023-11-11,Assembly A,No Defect,Night,Inspector 4,187,0,1,0.0
2023-11-12,Assembly B,No Defect,Afternoon,Inspector 1,179,0,1,0.0
2023-11-12,Assembly A,No Defect,Afternoon,Inspector 2,267,0,1,0.0
2023-11-12,Component Y,Assembly Fault,Afternoon,Inspector 3,61,10,0,16.39
2023-11-13,Component Y,No Defect,Afternoon,Inspector 4,146,0,1,0.0
2023-11-14,Assembly A,Assembly Fault,Afternoon,Inspector 1,288,3,0,1.04
2023-11-14,Component Y,No Defect,Afternoon,Inspector 4,280,0,1,0.0
2023-11-15,Assembly A,No Defect,Night,Inspector 2,61,0,1,0.0
2023-11-15,Sub-System Z,No Defect,Night,Inspector 2,151,0,1,0.0
2023-11-16,Assembly B,No Defect,Morning,Inspector 3,110,0,1,0.0
2023-11-16,Assembly A,No Defect,Night,Inspector 4,74,0,1,0.0
2023-11-16,Assembly A,No Defect,Morning,Inspector 2,252,0,1,0.0
2023-11-16,Sub-System Z,No Defect,Night,Inspector 4,126,0,1,0.0
2023-11-16,Component X,No Defect,Afternoon,Inspector 3,91,0,1,0.0
2023-11-17,Assembly B,No Defect,Morning,Inspector 1,128,0,1,0.0
2023-11-17,Component Y,No Defect,Morning,Inspector 1,139,0,1,0.0
2023-11-19,Assembly B,No Defect,Morning,Inspector 1,82,0,1,0.0
2023-11-19,Assembly B,No Defect,Morning,Inspector 2,75,0,1,0.0
2023-11-19,Assembly A,No Defect,Morning,Inspector 1,196,0,1,0.0
2023-11-19,Component X,Surface Defect,Afternoon,Inspector 4,89,11,0,12.36
2023-11-19,Assembly B,No Defect,Night,Inspector 3,55,0,1,0.0
2023-11-20,Component X,No Defect,Morning,Inspector 4,94,0,1,0.0
2023-11-20,Sub-System Z,No Defect,Night,Inspector 2,290,0,1,0.0
2023-11-21,Component X,No Defect,Night,Inspector 2,221,0,1,0.0
2023-11-21,Assembly A,No Defect,Morning,Inspector 1,101,0,1,0.0
2023-11-21,Assembly A,No Defect,Afternoon,Inspector 1,195,0,1,0.0
2023-11-21,Component X,Surface Defect,Night,Inspector 1,165,5,0,3.03
2023-11-21,Assembly B,No Defect,Afternoon,Inspector 4,248,0,1,0.0
2023-11-21,Component Y,No Defect,Morning,Inspector 2,267,0,1,0.0
2023-11-21,Assembly B,Surface Defect,Morning,Inspector 3,70,8,0,11.43
2023-11-22,Assembly A,No Defect,Afternoon,Inspector 1,118,0,1,0.0
2023-11-22,Assembly A,No Defect,Morning,Inspector 4,79,0,1,0.0
2023-11-23,Assembly A,No Defect,Morning,Inspector 1,147,0,1,0.0
2023-11-23,Component X,No Defect,Night,Inspector 4,213,0,1,0.0
2023-11-24,Sub-System Z,No Defect,Afternoon,Inspector 2,288,0,1,0.0
2023-11-24,Component X,Dimensional Error,Night,Inspector 1,216,5,0,2.31
2023-11-25,Component X,Assembly Fault,Morning,Inspector 3,167,7,0,4.19
2023-11-25,Component X,No Defect,Morning,Inspector 3,54,0,1,0.0
2023-11-25,Assembly B,No Defect,Night,Inspector 1,85,0,1,0.0
2023-11-25,Assembly A,Dimensional Error,Night,Inspector 4,87,7,0,8.05
2023-11-26,Assembly B,Material Flaw,Morning,Inspector 3,60,9,0,15.0
2023-11-27,Sub-System Z,Surface Defect,Morning,Inspector 2,114,3,0,2.63
2023-11-27,Assembly A,Dimensional Error,Afternoon,Inspector 3,138,5,0,3.62
2023-11-27,Assembly A,Surface Defect,Afternoon,Inspector 4,83,2,0,2.41
2023-11-28,Assembly B,Assembly Fault,Afternoon,Inspector 3,255,14,0,5.49
2023-11-28,Assembly A,No Defect,Night,Inspector 2,238,0,1,0.0
2023-11-28,Assembly A,Surface Defect,Night,Inspector 2,164,9,0,5.49
2023-11-29,Sub-System Z,No Defect,Morning,Inspector 1,290,0,1,0.0
2023-11-29,Sub-System Z,Surface Defect,Night,Inspector 3,151,2,0,1.32
2023-11-29,Sub-System Z,No Defect,Morning,Inspector 3,283,0,1,0.0
2023-11-30,Assembly A,Surface Defect,Afternoon,Inspector 1,174,14,0,8.05
2023-11-30,Assembly A,Surface Defect,Morning,Inspector 3,295,10,0,3.39
2023-11-30,Sub-System Z,No Defect,Morning,Inspector 4,287,0,1,0.0
2023-12-01,Component X,Surface Defect,Afternoon,Inspector 4,298,6,0,2.01
2023-12-01,Sub-System Z,No Defect,Night,Inspector 4,121,0,1,0.0
2023-12-01,Assembly B,No Defect,Afternoon,Inspector 4,88,0,1,0.0
2023-12-02,Sub-System Z,Material Flaw,Afternoon,Inspector 1,289,1,0,0.35
2023-12-02,Component X,Surface Defect,Night,Inspector 4,292,3,0,1.03
2023-12-02,Sub-System Z,No Defect,Night,Inspector 3,77,0,1,0.0
2023-12-04,Assembly B,No Defect,Morning,Inspector 3,195,0,1,0.0
2023-12-04,Component X,Material Flaw,Morning,Inspector 1,93,10,0,10.75
2023-12-06,Assembly B,No Defect,Morning,Inspector 4,185,0,1,0.0
2023-12-06,Component Y,No Defect,Night,Inspector 4,57,0,1,0.0
2023-12-06,Component Y,Material Flaw,Afternoon,Inspector 2,284,7,0,2.46
2023-12-06,Assembly B,Assembly Fault,Night,Inspector 2,210,10,0,4.76
2023-12-06,Assembly A,Surface Defect,Afternoon,Inspector 1,255,11,0,4.31
2023-12-07,Component Y,No Defect,Night,Inspector 2,189,0,1,0.0
2023-12-07,Assembly B,No Defect,Night,Inspector 4,296,0,1,0.0
2023-12-07,Assembly A,No Defect,Night,Inspector 1,170,0,1,0.0
2023-12-07,Sub-System Z,No Defect,Morning,Inspector 2,197,0,1,0.0
2023-12-07,Assembly A,No Defect,Morning,Inspector 3,257,0,1,0.0
2023-12-08,Assembly B,No Defect,Afternoon,Inspector 2,258,0,1,0.0
2023-12-08,Component X,No Defect,Night,Inspector 1,258,0,1,0.0
2023-12-08,Assembly A,No Defect,Afternoon,Inspector 4,225,0,1,0.0
2023-12-09,Assembly A,No Defect,Morning,Inspector 1,231,0,1,0.0
2023-12-09,Sub-System Z,No Defect,Night,Inspector 4,82,0,1,0.0
2023-12-09,Assembly B,No Defect,Afternoon,Inspector 1,74,0,1,0.0
2023-12-09,Component Y,No Defect,Afternoon,Inspector 3,64,0,1,0.0
2023-12-09,Component Y,Material Flaw,Morning,Inspector 4,194,12,0,6.19
2023-12-10,Sub-System Z,Material Flaw,Morning,Inspector 4,202,13,0,6.44
2023-12-10,Component X,No Defect,Afternoon,Inspector 1,248,0,1,0.0
2023-12-10,Assembly A,No Defect,Night,Inspector 3,208,0,1,0.0
2023-12-11,Component X,No Defect,Afternoon,Inspector 1,277,0,1,0.0
2023-12-12,Component X,No Defect,Night,Inspector 4,282,0,1,0.0
2023-12-12,Component Y,Dimensional Error,Morning,Inspector 1,112,6,0,5.36
2023-12-12,Assembly A,Dimensional Error,Night,Inspector 1,83,7,0,8.43
2023-12-14,Assembly A,Dimensional Error,Afternoon,Inspector 2,293,13,0,4.44
2023-12-14,Assembly B,No Defect,Afternoon,Inspector 2,52,0,1,0.0
2023-12-14,Component Y,Dimensional Error,Night,Inspector 4,202,4,0,1.98
2023-12-14,Assembly A,No Defect,Morning,Inspector 1,105,0,1,0.0
2023-12-14,Assembly A,Assembly Fault,Morning,Inspector 1,170,11,0,6.47
2023-12-15,Component Y,Dimensional Error,Night,Inspector 4,144,6,0,4.17
2023-12-15,Sub-System Z,Dimensional Error,Morning,Inspector 3,218,14,0,6.42
2023-12-16,Assembly B,Surface Defect,Afternoon,Inspector 4,212,11,0,5.19
2023-12-16,Component X,No Defect,Morning,Inspector 2,173,0,1,0.0
2023-12-16,Assembly B,Surface Defect,Morning,Inspector 3,185,8,0,4.32
2023-12-17,Sub-System Z,Material Flaw,Night,Inspector 4,252,11,0,4.37
2023-12-17,Assembly B,No Defect,Night,Inspector 4,136,0,1,0.0
2023-12-17,Component Y,Surface Defect,Morning,Inspector 3,64,8,0,12.5
2023-12-18,Assembly A,No Defect,Morning,Inspector 1,236,0,1,0.0
2023-12-18,Sub-System Z,No Defect,Night,Inspector 3,274,0,1,0.0
2023-12-19,Assembly B,No Defect,Morning,Inspector 3,193,0,1,0.0
2023-12-19,Sub-System Z,Surface Defect,Night,Inspector 4,67,1,0,1.49
2023-12-19,Component X,Material Flaw,Night,Inspector 3,206,14,0,6.8
2023-12-19,Assembly B,No Defect,Afternoon,Inspector 2,199,0,1,0.0
2023-12-20,Assembly A,No Defect,Morning,Inspector 4,243,0,1,0.0
2023-12-20,Component Y,Surface Defect,Afternoon,Inspector 4,246,13,0,5.28
2023-12-20,Sub-System Z,Material Flaw,Morning,Inspector 4,188,8,0,4.26
2023-12-20,Assembly B,Material Flaw,Afternoon,Inspector 3,176,8,0,4.55
2023-12-20,Assembly A,No Defect,Afternoon,Inspector 1,239,0,1,0.0
2023-12-21,Assembly A,Surface Defect,Afternoon,Inspector 4,290,4,0,1.38
2023-12-22,Component X,No Defect,Night,Inspector 1,284,0,1,0.0
2023-12-22,Assembly B,No Defect,Night,Inspector 2,271,0,1,0.0
2023-12-23,Assembly A,Dimensional Error,Afternoon,Inspector 4,262,8,0,3.05
2023-12-23,Assembly A,No Defect,Night,Inspector 3,151,0,1,0.0
2023-12-24,Component X,No Defect,Afternoon,Inspector 2,190,0,1,0.0
2023-12-24,Component X,No Defect,Night,Inspector 1,185,0,1,0.0
2023-12-24,Component Y,Dimensional Error,Morning,Inspector 4,171,12,0,7.02
2023-12-25,Sub-System Z,No Defect,Morning,Inspector 2,227,0,1,0.0
2023-12-25,Component Y,No Defect,Afternoon,Inspector 1,52,0,1,0.0
2023-12-25,Sub-System Z,No Defect,Afternoon,Inspector 2,159,0,1,0.0
2023-12-27,Component Y,No Defect,Night,Inspector 3,232,0,1,0.0
2023-12-27,Assembly A,No Defect,Night,Inspector 4,50,0,1,0.0
2023-12-27,Assembly B,Assembly Fault,Afternoon,Inspector 4,286,6,0,2.1
2023-12-27,Assembly A,No Defect,Afternoon,Inspector 4,112,0,1,0.0
2023-12-28,Assembly A,No Defect,Afternoon,Inspector 1,111,0,1,0.0
2023-12-29,Component Y,Dimensional Error,Afternoon,Inspector 2,276,3,0,1.09
2023-12-29,Assembly A,Surface Defect,Night,Inspector 2,78,5,0,6.41
2023-12-29,Component X,Dimensional Error,Afternoon,Inspector 2,108,13,0,12.04
2023-12-30,Assembly B,No Defect,Afternoon,Inspector 2,215,0,1,0.0
2023-12-30,Assembly A,Surface Defect,Morning,Inspector 1,283,13,0,4.59
2023-12-31,Component X,Assembly Fault,Afternoon,Inspector 3,74,10,0,13.51
2023-12-31,Assembly B,No Defect,Morning,Inspector 4,126,0,1,0.0
2024-01-01,Component X,No Defect,Night,Inspector 2,168,0,1,0.0
2024-01-01,Component Y,No Defect,Morning,Inspector 3,61,0,1,0.0
2024-01-01,Assembly B,No Defect,Night,Inspector 3,89,0,1,0.0
2024-01-02,Assembly B,No Defect,Night,Inspector 1,163,0,1,0.0
2024-01-02,Assembly A,Assembly Fault,Afternoon,Inspector 1,181,8,0,4.42
2024-01-02,Component Y,No Defect,Morning,Inspector 3,203,0,1,0.0
2024-01-02,Assembly A,No Defect,Night,Inspector 2,257,0,1,0.0
2024-01-02,Component X,No Defect,Night,Inspector 4,235,0,1,0.0
2024-01-03,Component X,Material Flaw,Morning,Inspector 3,250,1,0,0.4
2024-01-03,Component Y,No Defect,Morning,Inspector 3,178,0,1,0.0
2024-01-03,Component X,Surface Defect,Night,Inspector 2,219,6,0,2.74
2024-01-04,Component X,No Defect,Night,Inspector 4,127,0,1,0.0
2024-01-04,Assembly A,No Defect,Afternoon,Inspector 1,226,0,1,0.0
2024-01-04,Component Y,Dimensional Error,Morning,Inspector 1,55,4,0,7.27
2024-01-04,Sub-System Z,No Defect,Night,Inspector 1,79,0,1,0.0
2024-01-06,Sub-System Z,No Defect,Afternoon,Inspector 2,80,0,1,0.0
2024-01-06,Component Y,No Defect,Afternoon,Inspector 1,92,0,1,0.0
2024-01-06,Assembly B,No Defect,Night,Inspector 2,251,0,1,0.0
2024-01-07,Component X,Material Flaw,Afternoon,Inspector 3,66,14,0,21.21
2024-01-08,Component X,Dimensional Error,Night,Inspector 4,217,13,0,5.99
2024-01-08,Component X,Dimensional Error,Night,Inspector 2,133,11,0,8.27
2024-01-08,Component Y,No Defect,Morning,Inspector 1,134,0,1,0.0
2024-01-09,Sub-System Z,No Defect,Morning,Inspector 3,280,0,1,0.0
2024-01-09,Sub-System Z,No Defect,Night,Inspector 4,81,0,1,0.0
2024-01-10,Sub-System Z,No Defect,Night,Inspector 3,275,0,1,0.0
2024-01-10,Component Y,No Defect,Morning,Inspector 2,190,0,1,0.0
2024-01-11,Assembly B,No Defect,Night,Inspector 4,95,0,1,0.0
2024-01-11,Sub-System Z,No Defect,Afternoon,Inspector 4,297,0,1,0.0
2024-01-11,Component X,No Defect,Night,Inspector 3,50,0,1,0.0
2024-01-12,Assembly B,Material Flaw,Morning,Inspector 4,148,11,0,7.43
2024-01-12,Assembly A,Surface Defect,Morning,Inspector 2,119,7,0,5.88
2024-01-13,Assembly A,No Defect,Afternoon,Inspector 4,100,0,1,0.0
2024-01-13,Component X,Dimensional Error,Night,Inspector 1,271,14,0,5.17
2024-01-13,Sub-System Z,No Defect,Morning,Inspector 4,263,0,1,0.0
2024-01-14,Component X,Dimensional Error,Night,Inspector 3,50,11,0,22.0
2024-01-14,Component Y,No Defect,Morning,Inspector 1,176,0,1,0.0
2024-01-14,Component Y,Surface Defect,Night,Inspector 1,227,2,0,0.88
2024-01-14,Assembly B,No Defect,Night,Inspector 4,243,0,1,0.0
2024-01-14,Assembly B,No Defect,Morning,Inspector 1,91,0,1,0.0
2024-01-15,Assembly A,No Defect,Morning,Inspector 2,231,0,1,0.0
2024-01-15,Component Y,No Defect,Afternoon,Inspector 2,256,0,1,0.0
2024-01-15,Sub-System Z,No Defect,Afternoon,Inspector 2,212,0,1,0.0
2024-01-15,Assembly B,No Defect,Night,Inspector 1,192,0,1,0.0
2024-01-16,Component Y,Dimensional Error,Morning,Inspector 1,217,12,0,5.53
2024-01-16,Component Y,No Defect,Afternoon,Inspector 3,140,0,1,0.0
2024-01-16,Assembly A,No Defect,Morning,Inspector 1,155,0,1,0.0
2024-01-17,Component Y,No Defect,Morning,Inspector 1,171,0,1,0.0
2024-01-17,Assembly A,No Defect,Morning,Inspector 1,90,0,1,0.0
2024-01-17,Assembly A,No Defect,Afternoon,Inspector 2,285,0,1,0.0
2024-01-17,Assembly A,No Defect,Night,Inspector 2,100,0,1,0.0
2024-01-18,Component X,Material Flaw,Night,Inspector 3,215,13,0,6.05
2024-01-18,Assembly B,No Defect,Afternoon,Inspector 3,293,0,1,0.0
2024-01-18,Assembly A,No Defect,Afternoon,Inspector 3,154,0,1,0.0
2024-01-18,Assembly A,Surface Defect,Night,Inspector 2,65,8,0,12.31
2024-01-18,Component Y,Material Flaw,Night,Inspector 3,117,3,0,2.56
2024-01-18,Assembly A,No Defect,Afternoon,Inspector 3,247,0,1,0.0
2024-01-19,Sub-System Z,Dimensional Error,Afternoon,Inspector 2,173,7,0,4.05
2024-01-20,Component Y,Surface Defect,Afternoon,Inspector 3,172,13,0,7.56
2024-01-20,Component Y,Dimensional Error,Morning,Inspector 3,164,2,0,1.22
2024-01-20,Component Y,No Defect,Morning,Inspector 3,190,0,1,0.0
2024-01-20,Component Y,No Defect,Night,Inspector 3,264,0,1,0.0
2024-01-21,Component Y,Dimensional Error,Afternoon,Inspector 2,285,9,0,3.16
2024-01-21,Component X,No Defect,Morning,Inspector 3,190,0,1,0.0
2024-01-22,Assembly B,No Defect,Morning,Inspector 3,217,0,1,0.0
2024-01-22,Assembly B,No Defect,Night,Inspector 4,51,0,1,0.0
2024-01-22,Sub-System Z,No Defect,Afternoon,Inspector 3,89,0,1,0.0
2024-01-22,Assembly B,No Defect,Morning,Inspector 1,179,0,1,0.0
2024-01-23,Assembly A,No Defect,Morning,Inspector 1,245,0,1,0.0
2024-01-23,Assembly A,Dimensional Error,Morning,Inspector 2,169,8,0,4.73
